filepath,weight
FruitBox/Image_241.jpg,4.055
FruitBox/Image_242.jpg,4.055
FruitBox/Image_243.jpg,4.055
FruitBox/Image_244.jpg,4.055
FruitBox/Image_245.jpg,4.055
FruitBox/Image_246.jpg,4.055
FruitBox/Image_247.jpg,4.055
FruitBox/Image_248.jpg,4.055
FruitBox/Image_249.jpg,0.105
FruitBox/Image_250.jpg,0.105
FruitBox/Image_251.jpg,0.105
FruitBox/Image_251.jpg,0.105
FruitBox/Image_252.jpg,0.105
FruitBox/Image_253.jpg,0.105
FruitBox/Image_254.jpg,0.105
FruitBox/Image_255.jpg,0.2
FruitBox/Image_256.jpg,0.2
FruitBox/Image_257.jpg,0.2
FruitBox/Image_258.jpg,0.2
FruitBox/Image_259.jpg,0.2
FruitBox/Image_260.jpg,0.28
FruitBox/Image_261.jpg,0.28
FruitBox/Image_262.jpg,0.28
FruitBox/Image_263.jpg,0.28
FruitBox/Image_264.jpg,0.28
FruitBox/Image_265.jpg,0.28
FruitBox/Image_266.jpg,0.39
FruitBox/Image_267.jpg,0.39
FruitBox/Image_268.jpg,0.39
FruitBox/Image_269.jpg,0.39
FruitBox/Image_270.jpg,0.39
FruitBox/Image_271.jpg,0.46
FruitBox/Image_272.jpg,0.46
FruitBox/Image_273.jpg,0.46
FruitBox/Image_274.jpg,0.46
FruitBox/Image_275.jpg,0.46
FruitBox/Image_276.jpg,0.46
FruitBox/Image_277.jpg,0.46
FruitBox/Image_278.jpg,0.55
FruitBox/Image_279.jpg,0.55
FruitBox/Image_280.jpg,0.55
FruitBox/Image_281.jpg,0.55
FruitBox/Image_282.jpg,0.55
FruitBox/Image_283.jpg,0.55
FruitBox/Image_284.jpg,0.11
FruitBox/Image_285.jpg,0.11
FruitBox/Image_286.jpg,0.11
FruitBox/Image_287.jpg,0.205
FruitBox/Image_288.jpg,0.205
FruitBox/Image_289.jpg,0.205
FruitBox/Image_290.jpg,0.315
FruitBox/Image_291.jpg,0.315
FruitBox/Image_292.jpg,0.315
FruitBox/Image_293.jpg,0.315
FruitBox/Image_294.jpg,0.425
FruitBox/Image_295.jpg,0.425
FruitBox/Image_296.jpg,0.425
FruitBox/Image_297.jpg,0.425
FruitBox/Image_298.jpg,0.535
FruitBox/Image_299.jpg,0.535
FruitBox/Image_300.jpg,0.535
FruitBox/Image_301.jpg,0.625
FruitBox/Image_302.jpg,0.625
FruitBox/Image_303.jpg,0.625
FruitBox/Image_304.jpg,0.625
FruitBox/Image_305.jpg,0.725
FruitBox/Image_306.jpg,0.725
FruitBox/Image_307.jpg,0.725
FruitBox/Image_308.jpg,0.725
FruitBox/Image_309.jpg,0.86
FruitBox/Image_310.jpg,0.86
FruitBox/Image_311.jpg,0.86
FruitBox/Image_312.jpg,0.86
FruitBox/Image_313.jpg,0.86
FruitBox/Image_314.jpg,0.98
FruitBox/Image_315.jpg,0.98
FruitBox/Image_316.jpg,0.98
FruitBox/Image_317.jpg,0.98
FruitBox/Image_318.jpg,1.08
FruitBox/Image_319.jpg,1.08
FruitBox/Image_320.jpg,1.08
FruitBox/Image_321.jpg,1.08
FruitBox/Image_322.jpg,1.15
FruitBox/Image_323.jpg,1.15
FruitBox/Image_324.jpg,1.15
FruitBox/Image_325.jpg,1.15
FruitBox/Image_326.jpg,1.25
FruitBox/Image_327.jpg,1.25
FruitBox/Image_328.jpg,1.25
FruitBox/Image_329.jpg,1.25
FruitBox/Image_330.jpg,1.37
FruitBox/Image_331.jpg,1.37
FruitBox/Image_332.jpg,1.37
FruitBox/Image_333.jpg,1.37
FruitBox/Image_334.jpg,1.37
FruitBox/Image_335.jpg,1.47
FruitBox/Image_336.jpg,1.47
FruitBox/Image_337.jpg,1.47
FruitBox/Image_338.jpg,1.47
FruitBox/Image_339.jpg,1.47
FruitBox/Image_340.jpg,1.555
FruitBox/Image_341.jpg,1.555
FruitBox/Image_342.jpg,1.555
FruitBox/Image_343.jpg,1.555
FruitBox/Image_344.jpg,1.555
FruitBox/Image_345.jpg,1.66
FruitBox/Image_346.jpg,1.66
FruitBox/Image_347.jpg,1.66
FruitBox/Image_348.jpg,1.66
FruitBox/Image_349.jpg,1.66
FruitBox/Image_350.jpg,1.755
FruitBox/Image_351.jpg,1.755
FruitBox/Image_252.jpg,1.755
FruitBox/Image_353.jpg,1.755
FruitBox/Image_354.jpg,1.755
FruitBox/Image_355.jpg,1.85
FruitBox/Image_356.jpg,1.85
FruitBox/Image_357.jpg,1.85
FruitBox/Image_358.jpg,1.85
FruitBox/Image_359.jpg,1.85
FruitBox/Image_360.jpg,1.96
FruitBox/Image_361.jpg,1.96
FruitBox/Image_362.jpg,1.96
FruitBox/Image_363.jpg,1.96
FruitBox/Image_364.jpg,1.96
FruitBox/Image_365.jpg,2.03
FruitBox/Image_366.jpg,2.03
FruitBox/Image_367.jpg,2.03
FruitBox/Image_368.jpg,2.03
FruitBox/Image_369.jpg,2.03
FruitBox/Image_370.jpg,2.135
FruitBox/Image_371.jpg,2.135
FruitBox/Image_372.jpg,2.135
FruitBox/Image_373.jpg,2.135
FruitBox/Image_374.jpg,2.23
FruitBox/Image_375.jpg,2.23
FruitBox/Image_376.jpg,2.23
FruitBox/Image_377.jpg,2.23
FruitBox/Image_378.jpg,2.295
FruitBox/Image_379.jpg,2.295
FruitBox/Image_380.jpg,2.295
FruitBox/Image_381.jpg,2.295
FruitBox/Image_382.jpg,0.07
FruitBox/Image_383.jpg,0.07
FruitBox/Image_384.jpg,0.07
FruitBox/Image_385.jpg,0.07
FruitBox/Image_386.jpg,0.17
FruitBox/Image_387.jpg,0.17
FruitBox/Image_388.jpg,0.17
FruitBox/Image_389.jpg,0.17
FruitBox/Image_390.jpg,0.29
FruitBox/Image_391.jpg,0.29
FruitBox/Image_392.jpg,0.29
FruitBox/Image_393.jpg,0.29
FruitBox/Image_394.jpg,0.29
FruitBox/Image_395.jpg,0.29
FruitBox/Image_396.jpg,0.29
FruitBox/Image_397.jpg,0.29
FruitBox/Image_398.jpg,0.29
FruitBox/Image_399.jpg,0.385
FruitBox/Image_400.jpg,0.385
FruitBox/Image_401.jpg,0.385
FruitBox/Image_402.jpg,0.385
FruitBox/Image_403.jpg,0.385
FruitBox/Image_404.jpg,0.52
FruitBox/Image_405.jpg,0.52
FruitBox/Image_406.jpg,0.52
FruitBox/Image_407.jpg,0.52
FruitBox/Image_408.jpg,0.52
FruitBox/Image_409.jpg,0.52
FruitBox/Image_410.jpg,0.52
FruitBox/Image_411.jpg,0.6
FruitBox/Image_412.jpg,0.6
FruitBox/Image_413.jpg,0.6
FruitBox/Image_414.jpg,0.6
FruitBox/Image_415.jpg,0.6
FruitBox/Image_416.jpg,0.6
FruitBox/Image_417.jpg,0.67
FruitBox/Image_418.jpg,0.67
FruitBox/Image_419.jpg,0.67
FruitBox/Image_420.jpg,0.67
FruitBox/Image_421.jpg,0.67
FruitBox/Image_422.jpg,0.67
FruitBox/Image_423.jpg,0.67
FruitBox/Image_424.jpg,0.765
FruitBox/Image_425.jpg,0.765
FruitBox/Image_426.jpg,0.765
FruitBox/Image_427.jpg,0.765
FruitBox/Image_428.jpg,0.765
FruitBox/Image_429.jpg,0.765
FruitBox/Image_430.jpg,0.765
FruitBox/Image_431.jpg,0.835
FruitBox/Image_432.jpg,0.835
FruitBox/Image_433.jpg,0.835
FruitBox/Image_434.jpg,0.835
FruitBox/Image_435.jpg,0.835
FruitBox/Image_436.jpg,0.835
FruitBox/Image_437.jpg,0.915
FruitBox/Image_438.jpg,0.915
FruitBox/Image_439.jpg,0.915
FruitBox/Image_440.jpg,0.915
FruitBox/Image_441.jpg,0.915
FruitBox/Image_442.jpg,0.915
FruitBox/Image_443.jpg,0.915
FruitBox/Image_444.jpg,0.99
FruitBox/Image_445.jpg,0.99
FruitBox/Image_446.jpg,0.99
FruitBox/Image_447.jpg,0.99
FruitBox/Image_448.jpg,0.99
FruitBox/Image_449.jpg,0.99
FruitBox/Image_450.jpg,1.025
FruitBox/Image_451.jpg,1.025
FruitBox/Image_452.jpg,1.025
FruitBox/Image_453.jpg,1.025
FruitBox/Image_454.jpg,1.025
FruitBox/Image_455.jpg,1.025
FruitBox/Image_456.jpg,1.05
FruitBox/Image_457.jpg,1.05
FruitBox/Image_458.jpg,1.05
FruitBox/Image_459.jpg,1.05
FruitBox/Image_460.jpg,1.05
FruitBox/Image_461.jpg,1.165
FruitBox/Image_462.jpg,1.165
FruitBox/Image_463.jpg,1.165
FruitBox/Image_464.jpg,1.165
FruitBox/Image_465.jpg,1.25
FruitBox/Image_466.jpg,1.25
FruitBox/Image_467.jpg,1.25
FruitBox/Image_468.jpg,1.25
FruitBox/Image_469.jpg,1.25
FruitBox/Image_470.jpg,1.335
FruitBox/Image_471.jpg,1.335
FruitBox/Image_472.jpg,1.335
FruitBox/Image_473.jpg,1.335
FruitBox/Image_474.jpg,1.335
FruitBox/Image_475.jpg,1.335
FruitBox/Image_476.jpg,1.445
FruitBox/Image_477.jpg,1.445
FruitBox/Image_478.jpg,1.445
FruitBox/Image_479.jpg,1.445
FruitBox/Image_480.jpg,1.445
FruitBox/Image_481.jpg,1.445
FruitBox/Image_482.jpg,1.555
FruitBox/Image_483.jpg,1.555
FruitBox/Image_484.jpg,1.555
FruitBox/Image_485.jpg,1.555
FruitBox/Image_486.jpg,1.555
FruitBox/Image_486.jpg,1.555
FruitBox/Image_487.jpg,1.655
FruitBox/Image_488.jpg,1.655
FruitBox/Image_489.jpg,1.655
FruitBox/Image_490.jpg,1.655
FruitBox/Image_491.jpg,1.655
FruitBox/Image_492.jpg,1.765
FruitBox/Image_493.jpg,1.765
FruitBox/Image_494.jpg,1.765
FruitBox/Image_495.jpg,1.765
FruitBox/Image_496.jpg,1.765
FruitBox/Image_497.jpg,1.835
FruitBox/Image_498.jpg,1.835
FruitBox/Image_499.jpg,1.835
FruitBox/Image_500.jpg,1.835
FruitBox/Image_501.jpg,1.835
FruitBox/Image_502.jpg,1.835
FruitBox/Image_503.jpg,1.835
FruitBox/Image_504.jpg,1.93
FruitBox/Image_505.jpg,1.93
FruitBox/Image_506.jpg,1.93
FruitBox/Image_507.jpg,1.93
FruitBox/Image_508.jpg,1.93
FruitBox/Image_509.jpg,1.93
FruitBox/Image_510.jpg,2.03
FruitBox/Image_511.jpg,2.03
FruitBox/Image_512.jpg,2.03
FruitBox/Image_513.jpg,2.03
FruitBox/Image_514.jpg,2.03
FruitBox/Image_515.jpg,2.03
FruitBox/Image_516.jpg,2.03
FruitBox/Image_517.jpg,0.53
FruitBox/Image_518.jpg,0.53
FruitBox/Image_519.jpg,0.53
FruitBox/Image_520.jpg,0.53
FruitBox/Image_521.jpg,0.53
FruitBox/Image_522.jpg,0.6
FruitBox/Image_523.jpg,0.6
FruitBox/Image_524.jpg,0.6
FruitBox/Image_525.jpg,0.6
FruitBox/Image_526.jpg,0.705
FruitBox/Image_527.jpg,0.705
FruitBox/Image_528.jpg,0.705
FruitBox/Image_529.jpg,0.705
FruitBox/Image_530.jpg,0.81
FruitBox/Image_531.jpg,0.81
FruitBox/Image_532.jpg,0.81
FruitBox/Image_533.jpg,0.81
FruitBox/Image_534.jpg,0.81
FruitBox/Image_535.jpg,0.81
FruitBox/Image_536.jpg,0.455
FruitBox/Image_537.jpg,0.455
FruitBox/Image_538.jpg,0.455
FruitBox/Image_539.jpg,0.455
FruitBox/Image_540.jpg,0.56
FruitBox/Image_541.jpg,0.56
FruitBox/Image_542.jpg,0.56
FruitBox/Image_543.jpg,0.56
FruitBox/Image_544.jpg,0.56
FruitBox/Image_545.jpg,0.665
FruitBox/Image_546.jpg,0.665
FruitBox/Image_547.jpg,0.665
FruitBox/Image_548.jpg,0.665
FruitBox/Image_549.jpg,0.665
FruitBox/Image_550.jpg,0.665
FruitBox/Image_551.jpg,0.75
FruitBox/Image_552.jpg,0.75
FruitBox/Image_553.jpg,0.75
FruitBox/Image_554.jpg,0.75
FruitBox/Image_555.jpg,0.75
FruitBox/Image_556.jpg,0.75
FruitBox/Image_557.jpg,0.84
FruitBox/Image_558.jpg,0.84
FruitBox/Image_559.jpg,0.84
FruitBox/Image_560.jpg,0.84
FruitBox/Image_561.jpg,0.84
FruitBox/Image_562.jpg,0.84
FruitBox/Image_563.jpg,0.84
FruitBox/Image_564.jpg,0.95
FruitBox/Image_565.jpg,0.95
FruitBox/Image_566.jpg,0.95
FruitBox/Image_567.jpg,0.95
FruitBox/Image_568.jpg,0.95
FruitBox/Image_569.jpg,0.95
FruitBox/Image_570.jpg,0.95
FruitBox/Image_571.jpg,1.02
FruitBox/Image_572.jpg,1.02
FruitBox/Image_573.jpg,1.02
FruitBox/Image_574.jpg,1.02
FruitBox/Image_575.jpg,1.02
FruitBox/Image_576.jpg,1.02
FruitBox/Image_577.jpg,1.12
FruitBox/Image_578.jpg,1.12
FruitBox/Image_579.jpg,1.12
FruitBox/Image_580.jpg,1.12
FruitBox/Image_581.jpg,1.12
FruitBox/Image_582.jpg,1.12
FruitBox/Image_583.jpg,1.12
FruitBox/Image_584.jpg,1.12
FruitBox/Image_585.jpg,1.12
FruitBox/Image_586.jpg,1.235
FruitBox/Image_587.jpg,1.235
FruitBox/Image_588.jpg,1.235
FruitBox/Image_589.jpg,1.235
FruitBox/Image_590.jpg,1.235
FruitBox/Image_591.jpg,1.235
FruitBox/Image_592.jpg,1.235
FruitBox/Image_593.jpg,1.35
FruitBox/Image_594.jpg,1.35
FruitBox/Image_595.jpg,1.35
FruitBox/Image_596.jpg,1.35
FruitBox/Image_597.jpg,1.35
FruitBox/Image_598.jpg,1.35
FruitBox/Image_599.jpg,1.35
FruitBox/Image_600.jpg,1.35
FruitBox/Image_601.jpg,1.35
FruitBox/Image_602.jpg,1.35
FruitBox/Image_603.jpg,1.475
FruitBox/Image_604.jpg,1.475
FruitBox/Image_605.jpg,1.475
FruitBox/Image_606.jpg,1.475
FruitBox/Image_607.jpg,1.475
FruitBox/Image_608.jpg,1.475
FruitBox/Image_609.jpg,1.475
FruitBox/Image_610.jpg,1.475
FruitBox/Image_611.jpg,1.58
FruitBox/Image_612.jpg,1.58
FruitBox/Image_613.jpg,1.58
FruitBox/Image_614.jpg,1.58
FruitBox/Image_615.jpg,1.58
FruitBox/Image_616.jpg,1.58
FruitBox/Image_617.jpg,1.58
FruitBox/Image_618.jpg,1.58
FruitBox/Image_619.jpg,1.69
FruitBox/Image_620.jpg,1.69
FruitBox/Image_621.jpg,1.69
FruitBox/Image_622.jpg,1.69
FruitBox/Image_623.jpg,1.69
FruitBox/Image_624.jpg,1.69
FruitBox/Image_625.jpg,1.69
FruitBox/Image_626.jpg,1.69
FruitBox/Image_627.jpg,1.69
FruitBox/Image_628.jpg,1.69
FruitBox/Image_629.jpg,1.775
FruitBox/Image_630.jpg,1.775
FruitBox/Image_631.jpg,1.775
FruitBox/Image_632.jpg,1.775
FruitBox/Image_633.jpg,1.775
FruitBox/Image_634.jpg,1.775
FruitBox/Image_635.jpg,1.775
FruitBox/Image_636.jpg,1.845
FruitBox/Image_637.jpg,1.845
FruitBox/Image_638.jpg,1.845
FruitBox/Image_639.jpg,1.845
FruitBox/Image_640.jpg,1.845
FruitBox/Image_641.jpg,1.845
FruitBox/Image_642.jpg,1.945
FruitBox/Image_643.jpg,1.945
FruitBox/Image_644.jpg,1.945
FruitBox/Image_645.jpg,1.945
FruitBox/Image_646.jpg,1.945
FruitBox/Image_647.jpg,1.945
FruitBox/Image_648.jpg,1.945
FruitBox/Image_649.jpg,1.945
FruitBox/Image_650.jpg,2.02
FruitBox/Image_651.jpg,2.02
FruitBox/Image_652.jpg,2.02
FruitBox/Image_653.jpg,2.02
FruitBox/Image_654.jpg,2.02
FruitBox/Image_655.jpg,2.02
FruitBox/Image_656.jpg,2.02
FruitBox/Image_657.jpg,2.02
FruitBox/Image_658.jpg,2.02
FruitBox/Image_659.jpg,2.115
FruitBox/Image_660.jpg,2.115
FruitBox/Image_661.jpg,2.115
FruitBox/Image_662.jpg,2.115
FruitBox/Image_663.jpg,2.115
FruitBox/Image_664.jpg,2.115
FruitBox/Image_665.jpg,2.115
FruitBox/Image_666.jpg,2.115
FruitBox/Image_667.jpg,2.115
FruitBox/Image_668.jpg,2.115
FruitBox/Image_669.jpg,2.115
FruitBox/Image_670.jpg,2.115
FruitBox/Image_671.jpg,2.23
FruitBox/Image_672.jpg,2.23
FruitBox/Image_673.jpg,2.23
FruitBox/Image_674.jpg,2.23
FruitBox/Image_675.jpg,2.23
FruitBox/Image_676.jpg,2.23
FruitBox/Image_677.jpg,2.23
FruitBox/Image_678.jpg,2.23
FruitBox/Image_679.jpg,2.23
FruitBox/Image_680.jpg,2.34
FruitBox/Image_681.jpg,2.34
FruitBox/Image_682.jpg,2.34
FruitBox/Image_683.jpg,2.34
FruitBox/Image_684.jpg,2.34
FruitBox/Image_685.jpg,2.34
FruitBox/Image_686.jpg,2.34
FruitBox/Image_687.jpg,2.34
FruitBox/Image_688.jpg,2.34
FruitBox/Image_689.jpg,2.34
FruitBox/Image_690.jpg,2.34
FruitBox/Image_691.jpg,2.34
FruitBox/Image_692.jpg,2.45
FruitBox/Image_693.jpg,2.45
FruitBox/Image_694.jpg,2.45
FruitBox/Image_695.jpg,2.45
FruitBox/Image_696.jpg,2.45
FruitBox/Image_697.jpg,2.45
FruitBox/Image_698.jpg,2.45
FruitBox/Image_699.jpg,2.45
FruitBox/Image_700.jpg,2.45
FruitBox/Image_701.jpg,2.55
FruitBox/Image_702.jpg,2.55
FruitBox/Image_703.jpg,2.55
FruitBox/Image_704.jpg,2.55
FruitBox/Image_705.jpg,2.55
FruitBox/Image_706.jpg,2.55
FruitBox/Image_707.jpg,2.55
FruitBox/Image_708.jpg,2.55
FruitBox/Image_709.jpg,2.55
FruitBox/Image_710.jpg,2.55
FruitBox/Image_711.jpg,2.55
FruitBox/Image_712.jpg,2.64
FruitBox/Image_713.jpg,2.64
FruitBox/Image_714.jpg,2.64
FruitBox/Image_715.jpg,2.64
FruitBox/Image_716.jpg,2.64
FruitBox/Image_717.jpg,2.64
FruitBox/Image_718.jpg,2.64
FruitBox/Image_719.jpg,2.64
FruitBox/Image_720.jpg,2.64
FruitBox/Image_721.jpg,2.64
FruitBox/Image_722.jpg,2.64
FruitBox/Image_723.jpg,2.64
FruitBox/Image_724.jpg,2.71
FruitBox/Image_725.jpg,2.71
FruitBox/Image_726.jpg,2.71
FruitBox/Image_727.jpg,2.71
FruitBox/Image_728.jpg,2.71
FruitBox/Image_729.jpg,2.71
FruitBox/Image_730.jpg,2.71
FruitBox/Image_731.jpg,2.71
FruitBox/Image_732.jpg,2.71
FruitBox/Image_733.jpg,2.71
FruitBox/Image_734.jpg,2.71
